[0.33279827 0.5007648 ],[0.3209771 0.4973855],[0.32021222 0.50434536],[0.32590738 0.49027038],[0.32496342 0.5112029 ],[0.37235472 0.47018462],[0.375261  0.5397051],[0.43873098 0.43315166],[0.4396771 0.5814562],[0.40017667 0.43103278],[0.42614704 0.6131684 ],[0.49859753 0.48688138],[0.4965262  0.52608657],[0.6008362  0.48816285],[0.5994955  0.52366096],[0.6752154  0.48836803],[0.67553777 0.5064275 ]
[0.33599597 0.49711382],[0.32353863 0.502581  ],[0.32558057 0.4955473 ],[0.32588953 0.5127731 ],[0.32683837 0.49452204],[0.36884508 0.52583843],[0.37715712 0.47338298],[0.4224295 0.5532404],[0.42209163 0.45020807],[0.46887654 0.5978533 ],[0.46821976 0.606827  ],[0.4968948 0.516712 ],[0.4941372  0.50009525],[0.5979899 0.517553 ],[0.59420174 0.49065372],[0.6736994 0.5118605],[0.67236674 0.49225968]
[0.33804575 0.5061006 ],[0.32696593 0.51292855],[0.32920745 0.49528274],[0.3293115  0.52495134],[0.33053413 0.48408023],[0.37234387 0.5450259 ],[0.37963116 0.46498284],[0.43236014 0.5727252 ],[0.43270418 0.44907144],[0.49767548 0.58969784],[0.4990905  0.43875635],[0.4965891 0.5326974],[0.49389997 0.485781  ],[0.59438574 0.5235142 ],[0.59124273 0.47641915],[0.6738336  0.52252907],[0.66164255 0.47701886]
[0.33238754 0.5080931 ],[0.3203436  0.51484746],[0.32203227 0.49941975],[0.32761472 0.5268492 ],[0.32937035 0.48506588],[0.37217453 0.54290956],[0.37989518 0.46663478],[0.43758965 0.57490456],[0.4430336  0.44918644],[0.511135 0.584717],[0.5196821 0.4481322],[0.49865547 0.52846396],[0.49670225 0.48432666],[0.59380364 0.52241886],[0.59218544 0.4764474 ],[0.67436653 0.52265096],[0.65993494 0.47795853]
[0.3306752 0.5034454],[0.31832856 0.51036406],[0.3196991  0.49444076],[0.32699752 0.5239583 ],[0.32759288 0.48482177],[0.37373093 0.5434535 ],[0.37950706 0.46511355],[0.4351382  0.58502805],[0.43505406 0.44454613],[0.5024497 0.582434 ],[0.5121051  0.44985503],[0.49462083 0.53355473],[0.4902071  0.48439458],[0.5966805 0.5194773],[0.5855392  0.47318542],[0.66961825 0.5181949 ],[0.64688885 0.47735083]
[0.32927588 0.5075293 ],[0.31663308 0.5135273 ],[0.31742713 0.5005504 ],[0.3249415  0.52307135],[0.32589176 0.4901812 ],[0.37220684 0.5416539 ],[0.3782976  0.46828616],[0.4270331 0.5906671],[0.43236762 0.43764922],[0.48669717 0.57638   ],[0.4901238  0.44825444],[0.4910372  0.52790344],[0.48689336 0.48541614],[0.5884958  0.51530844],[0.5809994 0.473125 ],[0.66206276 0.5153608 ],[0.6405506  0.47975025]
[0.3276121 0.5083318],[0.3178207 0.5133336],[0.31813383 0.50062734],[0.32526717 0.52250636],[0.32561943 0.48898152],[0.3683828 0.5424722],[0.3747035  0.46689692],[0.4176336 0.5996017],[0.41960964 0.43197635],[0.47489128 0.5783545 ],[0.47388765 0.45339617],[0.4933658 0.5270819],[0.489653  0.4854877],[0.59310573 0.51500577],[0.58483547 0.47555888],[0.66091067 0.51639915],[0.6494074  0.48432207]
[0.33016083 0.50735754],[0.31908795 0.5135988 ],[0.31911    0.49718484],[0.32491246 0.5253298 ],[0.32472003 0.4869232 ],[0.36460048 0.5472311 ],[0.36920804 0.4698022 ],[0.40651533 0.6049967 ],[0.40735632 0.4295233 ],[0.45981196 0.58690065],[0.44710407 0.44082084],[0.5005025 0.5276346],[0.49251127 0.4818143 ],[0.5978151 0.5204635],[0.5882206  0.47091466],[0.6633473  0.51979953],[0.6506102 0.480724 ]
[0.32566798 0.5072308 ],[0.3167804 0.5140143],[0.31726032 0.49730754],[0.32268336 0.5258803 ],[0.32223505 0.48611262],[0.36519343 0.5458557 ],[0.3661406  0.46347854],[0.39588982 0.6083403 ],[0.39761925 0.4280244 ],[0.4354068 0.5826478],[0.4062318 0.4190559],[0.50039333 0.5272848 ],[0.49692672 0.4799732 ],[0.6004102 0.523144 ],[0.6013159  0.47438172],[0.66489583 0.5232377 ],[0.66305244 0.48414466]
[0.3262365  0.50713056],[0.3182694  0.51471215],[0.31881818 0.49770576],[0.32347837 0.52622724],[0.32344744 0.48641866],[0.3653086 0.5441125],[0.36762786 0.46603653],[0.38910016 0.60784423],[0.39274406 0.42272297],[0.39470643 0.59443504],[0.38869295 0.4135648 ],[0.5012931  0.52710044],[0.49697503 0.480508  ],[0.5975888 0.525561 ],[0.59737605 0.4767902 ],[0.67341495 0.5220944 ],[0.6621778  0.47853258]
[0.3280143  0.50543475],[0.31862321 0.51298475],[0.31909972 0.4967808 ],[0.3232466 0.5227433],[0.3228588 0.4851971],[0.3647308 0.541098 ],[0.36623472 0.46243975],[0.38895443 0.6022666 ],[0.38882104 0.42127183],[0.37986127 0.6126941 ],[0.37693542 0.39950264],[0.5012283 0.5268518],[0.49722052 0.48125654],[0.59834737 0.5273748 ],[0.59887785 0.47787577],[0.67890435 0.5226362 ],[0.6717998  0.47960746]
[0.32896364 0.506493  ],[0.31986582 0.5131447 ],[0.32055524 0.49690586],[0.3232898  0.52306527],[0.32322943 0.4853248 ],[0.36421606 0.53991145],[0.36585525 0.46325785],[0.3919935  0.60663944],[0.38898775 0.41726324],[0.3756865 0.6052005],[0.37702987 0.40928653],[0.49864596 0.52530295],[0.4967956 0.4792702],[0.5977251  0.52712595],[0.5985609  0.48043954],[0.6634615 0.5222173],[0.6627781 0.4832156]
